Пол,Фамилия,Имя,Отчество
1,Картаев,Ян,Ефимович
1,Исленьев,Геннадий,Игоревич
1,Цацкин,Ярослав,Данилович
1,Мамышев,Данил,Яковлев
1,Минко,Яков,Ринатович
1,Висков,Михаил,Рамилевич
1,Сушкин,Ярослав,Артурович
1,Аношкин,Илья,Валерьевич
1,Бердымухамедов,Анатолий,Евгеньевич
1,Головкин,Руслан,Янович
1,Епимахов,Валерий,Юрьевич
1,Колбин,Константин,Витальевич
1,Конохов,Григорий,Викторович
1,Гулишамбаров,Владимир,Марселевич
1,Гаипов,Виталий,Максимович
1,Железко,Артур,Васильевич
1,Телушкин,Альберт,Валерьевич
1,Юдахин,Антон,Радикович
1,Андрус,Василий,Романович
1,Лобашев,Иван,Леонидович
1,Кузютин,Дмитрий,Робертович
1,Каховский,Сергей,Георгиевич
1,Растов,Рамиль,Олегович
1,Щекатуров,Александр,Филиппович
1,Летохов,Владислав,Вадимович
1,Антоньев,Владимир,Вячеславович
1,Ганюшкин,Ян,Георгиевич
1,Кульсариев,Станислав,Денисович
1,Болонев,Тимур,Марселевич
1,Замалтдинов,Григорий,Антонович
1,Мильчаков,Руслан,Ильдарович
1,Горохов,Валерий,Глебович
1,Пикулин,Семен,Андреевич
1,Гиков,Николай,Антонович
1,Брижатый,Артур,Глебович
1,Жимулев,Валентин,Маратович
1,Пядышев,Евгений,Максимович
1,Гнусин,Тимофей,Дмитриевич
1,Жернаков,Альберт,Геннадьевич
1,Газеев,Ян,Николаевич
1,Айкаев,Иван,Егорович
1,Муслин,Ринат,Никитович
1,Юдинов,Глеб,Егорович
1,Белев,Марат,Артемович
1,Абушаев,Роберт,Владимирович
1,Земских,Аркадий,Дмитриевич
1,Хрестин,Радик,Станиславович
1,Наугольный,Николай,Радикович
1,Никитов,Ярослав,Робертович
1,Гарнцев,Эдуард,Рамилевич
1,Шалкин,Юрий,Викторович
1,Изотов,Иван,Яковлев
1,Абдукаримов,Герман,Геннадьевич
1,Кучук,Владимир,Тимурович
1,Панченко,Владислав,Николаевич
1,Чекан,Марсель,Робертович
1,Виноградов,Леонид,Игоревич
1,Багай,Аркадий,Вадимович
1,Цаликов,Альберт,Вадимович
1,Отрепьев,Геннадий,Антонович
1,Демчишин,Василий,Альбертович
1,Меремьянов,Леонид,Ильич
1,Листьев,Леонид,Степанович
1,Феизов,Алексей,Артемович
1,Селевачев,Максим,Дамирович
1,Жабрак,Денис,Янович
1,Бараненков,Михаил,Кириллович
1,Погарский,Петр,Михаилович
1,Турчанин,Ильдар,Олегович
1,Камашев,Андрей,Яковлев
1,Клименок,Григорий,Валентинович
1,Аманжолов,Тимофей,Рамилевич
1,Омеличкин,Глеб,Геннадьевич
1,Козел,Аркадий,Георгиевич
1,Могилатов,Роберт,Федорович
1,Ибатуллин,Аркадий,Геннадьевич
1,Яньшин,Валерий,Эдуардович
1,Кольчугин,Руслан,Михаилович
1,Антонычев,Кирилл,Борисович
1,Тарнопольский,Егор,Васильевич
1,Соловарь,Егор,Леонидович
1,Якушенко,Иван,Евгеньевич
1,Познухов,Альберт,Робертович
1,Артуров,Евгений,Тимофеевич
1,Валдавин,Юрий,Михаилович
1,Безгодов,Станислав,Рамилевич
1,Копеков,Петр,Эдуардович
1,Замятнин,Артем,Радикович
1,Подгорбунских,Вадим,Владимирович
1,Башин,Тимур,Петрович
1,Евстюхин,Максим,Борисович
1,Вдовиченко,Егор,Марселевич
1,Долганов,Альберт,Никитович
1,Архиреев,Эдуард,Антонович
1,Подгайный,Вадим,Альбертович
1,Отрадных,Владислав,Тимофеевич
1,Демашин,Павел,Леонидович
1,Вареников,Альберт,Олегович
1,Марчишин,Александр,Станиславович
1,Брунько,Артем,Радикович
1,Мухаметдинов,Евгений,Георгиевич
1,Акоченок,Георгий,Ринатович
1,Рудянский,Марсель,Русланович
1,Давыдков,Олег,Рамилевич
1,Исрафилов,Марат,Тимурович
1,Клупов,Вадим,Вадимович
1,Гоношихин,Егор,Станиславович
1,Шеварев,Олег,Тимофеевич
1,Михалков,Марат,Тимофеевич
1,Златоустовский,Роман,Ярославович
1,Багач,Олег,Евгеньевич
1,Карпачев,Павел,Ринатович
1,Бергер,Герман,Григорьевич
